FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,"'Stato dell""'osservazione'",NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione,Regione
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.9,,,,,,,,,,,,,,,,,
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1.6,,,,,,,,,,,,,,,,,
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,3.2,,,,,,,,,,,,,,,,,
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,6,,,,,,,,,,,,,,,,,
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,8.2,,,,,,,,,,,,,,,,,
015146,Milano,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,11.3,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.3,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.4,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.7,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1.2,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,3.1,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,6.6,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,8.1,,,,,,,,,,,,,,,,,
016024,Bergamo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,10.7,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.3,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.5,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.9,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1.5,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,3.4,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,6.4,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,8.7,,,,,,,,,,,,,,,,,
017029,Brescia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,11.5,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.3,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.6,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.4,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,2.9,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,4.3,,,,,,,,,,,,,,,,,
018110,Pavia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,6.1,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.1,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.3,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.6,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.7,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,4.6,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,5.5,,,,,,,,,,,,,,,,,
019036,Cremona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.2,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,..,0.0,Il dato non raggiunge la metà della cifra minima considerata,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.4,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.5,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.6,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,3.5,,,,,,,,,,,,,,,,,
020030,Mantova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,5.5,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,..,0.0,Il dato non raggiunge la metà della cifra minima considerata,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,..,0.0,Il dato non raggiunge la metà della cifra minima considerata,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.8,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.2,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,4.8,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6,,,,,,,,,,,,,,,,,
097042,Lecco,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.8,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.3,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.2,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.9,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3.6,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,5.3,,,,,,,,,,,,,,,,,
098031,Lodi,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.3,,,,,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.2,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.4,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,5,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6.7,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
108033,Monza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,9.6,,,ITTER107__108033_N1,Comune incluso nella rilevazione a partire dal 2010,,,,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.2,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,4.7,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,5.7,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
ITD,Nord-est,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.7,,,ITTER107__ITD_N1,"'Valori riferiti all""'insieme dei comuni capoluogo. Italia", Nord, Nord-est e Capoluoghi di provincia non includono il comune di Cesena.',,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.4,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.7,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,1.7,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,2.3,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,4.7,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,7.5,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,10.1,,,,,,,,,,,,,,,,,
021008,Bolzano/Bozen,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,14.9,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1.3,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,4.3,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,9.2,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,9.9,,,,,,,,,,,,,,,,,
022205,Trento,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,12.9,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1.1,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.6,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,7.3,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,7.3,,,,,,,,,,,,,,,,,
023091,Verona,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,8.6,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.6,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,5.3,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6.7,,,,,,,,,,,,,,,,,
024116,Vicenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,8.4,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.5,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.2,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3.5,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,3.6,,,,,,,,,,,,,,,,,
025006,Belluno,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,6.4,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.6,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,1,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.3,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,5,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6.5,,,,,,,,,,,,,,,,,
026086,Treviso,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,8.1,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.3,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.6,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3.7,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,4.6,,,,,,,,,,,,,,,,,
027042,Venezia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,6.9,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.2,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.1,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,4.8,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6.4,,,,,,,,,,,,,,,,,
028060,Padova,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,8.8,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.1,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.2,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.8,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.6,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3.5,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,4.4,,,,,,,,,,,,,,,,,
029041,Rovigo,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,5.9,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.2,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.4,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.5,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.5,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.9,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.1,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,5.2,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,6,,,,,,,,,,,,,,,,,
030129,Udine,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.1,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.1,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.4,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.2,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,2.8,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,3,,,,,,,,,,,,,,,,,
031007,Gorizia,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,4,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.1,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.3,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.4,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,1.6,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,3.1,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,3.7,,,,,,,,,,,,,,,,,
032006,Trieste,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,4.3,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.2,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.3,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.4,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2019,0.6,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2020,2.3,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2021,4.3,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2022,5.3,,,,,,,,,,,,,,,,,
093033,Pordenone,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2023,7.4,,,,,,,,,,,,,,,,,
033032,Piacenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2015,0.1,,,,,,,,,,,,,,,,,
033032,Piacenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2016,0.1,,,,,,,,,,,,,,,,,
033032,Piacenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2017,0.1,,,,,,,,,,,,,,,,,
033032,Piacenza,FULECAR1000,Autovetture elettriche - per 1.000 autovetture,2018,0.3,,,,,,,,,,,,,,,,,
